1000 3 3
9.807 9.0475 8.86926 2
10.2556 10.7118 9.30386 2
10.0165 9.26948 10.9434 2
10.9876 10.5975 10.5213 2
10.4109 9.9425 9.92772 2
10.0149 10.3068 9.1845 2
10.8925 10.8658 11.5482 2
9.02231 8.53686 9.71119 2
10.2569 8.41171 7.39665 2
11.2458 9.274 11.4119 2
10.5869 11.0738 10.7354 2
8.58184 9.33685 10.6198 2
10.4534 8.96848 8.43661 2
10.0511 10.4719 10.8428 2
8.79599 10.444 9.56796 2
10.0814 9.35797 8.73109 2
10.1524 8.79248 10.3298 2
10.8693 10.2392 9.2141 2
9.62173 10.0863 9.4452 2
9.00746 8.48036 9.06529 2
7.07657 9.49589 10.2937 2
11.0274 9.49027 10.2399 2
8.94372 9.63281 9.6536 2
10.2087 9.64994 10.8141 2
9.80228 8.83139 9.17497 2
10.1635 9.11251 11.0779 2
11.1591 9.83849 9.85453 2
9.97385 10.0364 11.1315 2
10.1603 9.09824 9.34949 2
9.59297 10.0016 8.56046 2
9.68834 8.35173 9.86172 2
10.0092 9.34587 11.5532 2
10.1482 12.4232 9.22423 2
9.56387 9.84252 11.0922 2
10.6892 10.8297 10.9675 2
10.3946 10.5896 8.28781 2
8.9565 11.642 9.68527 2
10.2686 9.87106 11.0659 2
9.70124 10.3287 11.7828 2
10.1488 10.0911 9.76283 2
10.1898 10.1588 9.87745 2
9.19192 10.7906 9.9439 2
8.27396 8.56439 9.33257 2
10.6753 10.0527 9.17814 2
11.5744 10.2127 10.2143 2
7.9402 7.84189 9.11726 2
9.42082 9.53949 7.42731 2
10.033 10.5194 10.4384 2
9.6889 11.4962 10.0583 2
9.50729 8.93922 9.22946 2
9.78609 10.5634 9.0598 2
9.65348 10.2696 10.8675 2
10.2065 11.8327 9.34182 2
9.39546 11.4263 14.058 2
11.1431 9.06856 9.00666 2
11.4352 8.96889 11.4929 2
8.81276 9.78304 9.46923 2
10.3488 10.5452 9.90846 2
11.6774 7.82015 9.52045 2
9.40607 10.0761 9.19022 2
9.76705 10.2403 11.7207 2
11.3855 7.86248 10.5623 2
10.0302 10.3866 9.95261 2
9.08801 9.22645 10.8085 2
12.4404 8.98176 10.5475 2
8.89447 7.51521 8.77762 2
10.6648 8.32786 9.28163 2
9.11178 8.25108 12.6536 2
9.81054 9.02357 10.1275 2
9.89498 12.0524 9.23681 2
10.7483 11.2374 9.98765 2
10.9698 7.94264 10.622 2
9.23797 10.6328 9.28464 2
9.36669 8.16545 9.19311 2
9.72631 9.28413 10.7091 2
9.98153 10.3752 9.17562 2
11.0741 9.64002 9.73715 2
9.45829 9.44106 8.11129 2
9.52714 9.03657 10.4059 2
9.5372 10.6683 8.99556 2
10.3305 10.2035 10.5982 2
11.2157 9.27955 9.94359 2
10.0406 9.98654 9.22497 2
11.8831 10.6161 9.13886 2
8.9197 9.17308 10.5111 2
11.0127 12.3439 8.95475 2
9.26359 9.41973 10.0951 2
11.0512 9.74079 8.16283 2
9.10595 8.43134 9.77001 2
9.35462 10.9429 8.60186 2
9.34339 10.2868 11.6963 2
10.3243 10.902 9.77266 2
10.6923 10.4167 9.33581 2
11.5708 9.77697 10.9391 2
11.7038 10.1042 10.2719 2
10.9284 13.828 11.3354 2
11.1788 11.5016 9.52504 2
10.3852 9.81524 9.99833 2
10.5276 11.8931 10.1763 2
9.1749 9.57811 9.34933 2
11.9005 11.0317 9.70797 2
9.83781 10.4692 10.2128 2
10.0104 8.88401 9.60981 2
11.7177 10.1518 9.51988 2
10.9009 8.21018 11.3167 2
11.0147 10.5823 10.2741 2
9.18755 10.7292 9.52994 2
9.75761 11.1451 9.19228 2
10.7751 10.8356 10.7986 2
12.581 10.5706 10.9527 2
8.25612 12.1153 9.73086 2
10.1926 8.9645 10.4402 2
9.07753 11.2949 10.5875 2
9.76139 9.02425 11.0546 2
8.49514 9.95145 9.20777 2
8.80014 9.69985 9.55475 2
9.70927 9.92219 11.9204 2
8.82649 9.73245 9.12631 2
9.31954 10.1781 12.4256 2
11.9694 10.678 12.0056 2
10.2355 10.5389 11.3041 2
10.1222 10.3934 10.5391 2
11.2205 9.42626 8.46605 2
8.99781 11.2822 8.39772 2
8.66617 10.3318 9.46248 2
9.72849 10.4855 10.4809 2
8.4725 9.83086 9.38713 2
10.5041 12.2298 11.2569 2
9.27659 10.3482 9.9752 2
9.851 10.6082 9.86118 2
9.3012 9.17476 10.5834 2
10.3901 9.96253 9.90423 2
9.76887 8.3641 9.44718 2
7.48031 8.69266 10.7092 2
11.9492 11.1966 10.861 2
11.5069 8.84726 12.4913 2
9.71748 10.181 8.43467 2
11.2774 8.61045 8.93452 2
9.27413 9.51946 8.95365 2
10.0447 11.2117 9.65934 2
10.146 9.69726 10.4222 2
11.6592 8.18132 10.2016 2
10.0799 9.92786 10.2765 2
10.0573 10.1782 8.89074 2
9.60737 11.6186 10.2755 2
10.3829 8.97456 11.1707 2
10.8821 9.65642 8.78296 2
10.5476 9.47906 12.2171 2
9.01869 8.31925 9.90602 2
10.1136 9.75954 10.4154 2
11.317 8.80459 7.92607 2
8.55729 8.93826 8.73502 2
12.1762 10.6708 9.98357 2
9.90999 9.07568 8.58597 2
9.71515 8.85831 9.39132 2
11.0843 12.1906 10.142 2
8.30256 9.87086 11.1824 2
9.85121 8.50688 9.92626 2
10.6274 11.5425 10.6713 2
9.53456 9.47185 10.5616 2
12.0195 11.0667 10.4251 2
10.8549 8.51559 9.59507 2
11.4141 9.41094 10.4235 2
9.71295 10.546 10.3172 2
9.76944 10.1209 10.2794 2
8.81308 10.0645 9.14209 2
9.92041 11.4179 7.36761 2
9.91846 10.102 8.84029 2
10.9667 12.0835 10.4493 2
11.0484 9.79296 10.4336 2
9.47208 9.52771 10.027 2
9.40846 8.72681 9.95064 2
11.5126 8.70662 9.36932 2
11.099 11.8651 10.7164 2
11.347 9.99523 10.5496 2
10.6336 9.0805 12.4791 2
11.5799 10.2115 11.3095 2
